candidate_id	relative_path	source	assembly_label	genome_role	size_bytes	mtime_ns	material_key	genus	species	material_type	gwh_id	official_assembly_code	taxon_source
78a4bd04f924b968	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.XF73/genome/aesev.CIAT22838.gnm1.XF73.genome_main.fna.gz	legume_family_legumeinfo	CIAT22838.gnm1.XF73	main	94634541	1780812051000000000	ciat22838	Aeschynomene	Aeschynomene evenia				assembly_path
b1c5e59567defcb2	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.KVMK/genome/apiam.LA2127.gnm1.KVMK.genome_main.fna.gz	legume_family_legumeinfo	LA2127.gnm1.KVMK	main	387875832	1780812334000000000	la2127	Apios	Apios americana				assembly_path
654d02df741da640	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.KVMK/genome/apiam.LA2127.gnm1.KVMK.genome_softmasked.fna.gz	legume_family_legumeinfo	LA2127.gnm1.KVMK	softmasked	424141536	1780812387000000000	la2127	Apios	Apios americana				assembly_path
ff55280a152972fc	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_main.fna.gz	legume_family_legumeinfo	LA2127.gnm1_hap2.3WWC	main	398138986	1780812413000000000	la2127	Apios	Apios americana				assembly_path
ae77b50846a001ff	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_softmasked.fna.gz	legume_family_legumeinfo	LA2127.gnm1_hap2.3WWC	softmasked	1551065108	1780822079000000000	la2127	Apios	Apios americana				assembly_path
810b76c898ad2a31	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.814V/genome/apipr.MO19963523.gnm1.814V.genome_main.fna.gz	legume_family_legumeinfo	MO19963523.gnm1.814V	main	473280708	1780812513000000000	mo19963523	Apios	Apios priceana				assembly_path
e0e2e3967ed8f95e	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.814V/genome/apipr.MO19963523.gnm1.814V.genome_softmasked.fna.gz	legume_family_legumeinfo	MO19963523.gnm1.814V	softmasked	516987205	1780812537000000000	mo19963523	Apios	Apios priceana				assembly_path
e1f5fa5bad42c187	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.GPZQ/genome/apipr.MO19963523.gnm1_hap2.GPZQ.genome_main.fna.gz	legume_family_legumeinfo	MO19963523.gnm1_hap2.GPZQ	main	469485435	1780813150000000000	mo19963523	Apios	Apios priceana				assembly_path
ac55cee296d4f6fb	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.GPZQ/genome/apipr.MO19963523.gnm1_hap2.GPZQ.genome_softmasked.fna.gz	legume_family_legumeinfo	MO19963523.gnm1_hap2.GPZQ	softmasked	512410744	1780813312000000000	mo19963523	Apios	Apios priceana				assembly_path
40be408a0bb7c2be	legume_family/legumeinfo/Arachis/cardenasii/K10017.gnm1.DQ4M/genome/araca.K10017.gnm1.DQ4M.genome_main.fna.gz	legume_family_legumeinfo	K10017.gnm1.DQ4M	main	331284981	1780813130000000000	k10017	Arachis	Arachis cardenasii				assembly_path
600ebe0768f2875e	legume_family/legumeinfo/Arachis/duranensis/K30060.gnm1.W9B1/genome/aradu.K30060.gnm1.W9B1.genome_main.fna.gz	legume_family_legumeinfo	K30060.gnm1.W9B1	main	283779025	1780813120000000000	k30060	Arachis	Arachis duranensis				assembly_path
4b7148124b1f98f1	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz	legume_family_legumeinfo	K30065.gnm1.M24N	main	319256144	1780813124000000000	k30065	Arachis	Arachis duranensis				assembly_path
17aa980862a428b6	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.SWBf/genome/aradu.V14167.gnm1.SWBf.genome_main.fna.gz	legume_family_legumeinfo	V14167.gnm1.SWBf	main	258571311	1780813324000000000	v14167	Arachis	Arachis duranensis				assembly_path
9fd356999459cb1e	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm2.J7QH/genome/aradu.V14167.gnm2.J7QH.genome_main.fna.gz	legume_family_legumeinfo	V14167.gnm2.J7QH	main	288574546	1780813281000000000	v14167	Arachis	Arachis duranensis				assembly_path
b3fb81d3f6b365ee	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.1JTF/genome/arahy.BaileyII.gnm1.1JTF.genome_main.fna.gz	legume_family_legumeinfo	BaileyII.gnm1.1JTF	main	667672203	1780813747000000000	baileyii	Arachis	Arachis hypogaea				assembly_path
d36e222da4e0cfc3	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.2559/genome/arahy.C76-16.gnm1.2559.genome_main.fna.gz	legume_family_legumeinfo	C76-16.gnm1.2559	main	719429843	1780813753000000000	c7616	Arachis	Arachis hypogaea				assembly_path
1e03257b23978be3	legume_family/legumeinfo/Arachis/hypogaea/F07.gnm1.96DS/genome/arahy.F07.gnm1.96DS.genome_main.fna.gz	legume_family_legumeinfo	F07.gnm1.96DS	main	719541171	1780813843000000000	f07	Arachis	Arachis hypogaea				assembly_path
6f7311d80af7f768	legume_family/legumeinfo/Arachis/hypogaea/Fuhuasheng.gnm1.XX5Y/genome/arahy.Fuhuasheng.gnm1.XX5Y.genome_main.fna.gz	legume_family_legumeinfo	Fuhuasheng.gnm1.XX5Y	main	651068267	1780813770000000000	fuhuasheng	Arachis	Arachis hypogaea				assembly_path
73e72487f230e42a	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.MN6K/genome/arahy.ICG1471.gnm1.MN6K.genome_main.fna.gz	legume_family_legumeinfo	ICG1471.gnm1.MN6K	main	697012308	1780813821000000000	icg1471	Arachis	Arachis hypogaea				assembly_path
e28edcc0918cbe54	legume_family/legumeinfo/Arachis/hypogaea/Shitouqi.gnm1.L4VP/genome/arahy.Shitouqi.gnm1.L4VP.genome_main.fna.gz	legume_family_legumeinfo	Shitouqi.gnm1.L4VP	main	747684589	1780814086000000000	shitouqi	Arachis	Arachis hypogaea				assembly_path
bf8095e2d8c1826f	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_main.fna.gz	legume_family_legumeinfo	Tifrunner.gnm1.KYV3	main	674659881	1780814174000000000	tifrunner	Arachis	Arachis hypogaea				assembly_path
1815273b5e4ad094	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_softmasked.fna.gz	legume_family_legumeinfo	Tifrunner.gnm1.KYV3	softmasked	163387295	1780813859000000000	tifrunner	Arachis	Arachis hypogaea				assembly_path
419770e1892b655a	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_main.fna.gz	legume_family_legumeinfo	Tifrunner.gnm2.J5K5	main	656861401	1780814141000000000	tifrunner	Arachis	Arachis hypogaea				assembly_path
cd4924a919164c82	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_softmasked.fna.gz	legume_family_legumeinfo	Tifrunner.gnm2.J5K5	softmasked	740850235	1780814384000000000	tifrunner	Arachis	Arachis hypogaea				assembly_path
b2d6d16f011f3228	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm1.bXJ8/genome/araip.K30076.gnm1.bXJ8.genome_main.fna.gz	legume_family_legumeinfo	K30076.gnm1.bXJ8	main	341322985	1780814118000000000	k30076	Arachis	Arachis ipaensis				assembly_path
ae7da8fd92c7be8d	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm2.1GWY/genome/araip.K30076.gnm2.1GWY.genome_main.fna.gz	legume_family_legumeinfo	K30076.gnm2.1GWY	main	428186550	1780814110000000000	k30076	Arachis	Arachis ipaensis				assembly_path
751847692850cd02	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.PFL2/genome/arast.V10309.gnm1.PFL2.genome_main.fna.gz	legume_family_legumeinfo	V10309.gnm1.PFL2	main	358968328	1780814291000000000	v10309	Arachis	Arachis stenosperma				assembly_path
69e6987cb4e1b416	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm1.SBGP/genome/cajca.ICPL87119.gnm1.SBGP.genome_main.fna.gz	legume_family_legumeinfo	ICPL87119.gnm1.SBGP	main	156778185	1780814263000000000	icpl87119	Cajanus	Cajanus cajan				assembly_path
a427b3f85dfe3573	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.KL9M/genome/cajca.ICPL87119.gnm2.KL9M.genome_main.fna.gz	legume_family_legumeinfo	ICPL87119.gnm2.KL9M	main	181329469	1780814318000000000	icpl87119	Cajanus	Cajanus cajan				assembly_path
8141be66769a230c	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_hardmasked.fna.gz	legume_family_legumeinfo	ISC453364.gnm3.GWXB	generic_genome	57871781	1780814333000000000	isc453364	Cercis	Cercis canadensis				assembly_path
f6398ce580d52503	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_main.fna.gz	legume_family_legumeinfo	ISC453364.gnm3.GWXB	main	82876168	1780814319000000000	isc453364	Cercis	Cercis canadensis				assembly_path
59c41dffc41a6f25	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_softmasked.fna.gz	legume_family_legumeinfo	ISC453364.gnm3.GWXB	softmasked	94893759	1780814343000000000	isc453364	Cercis	Cercis canadensis				assembly_path
13761c0ed653e2af	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3_hap2.B489.genome.fna.gz	legume_family_legumeinfo	ISC453364.gnm3.GWXB	generic_genome	83565157	1780814350000000000	isc453364	Cercis	Cercis canadensis				assembly_path
f2377d54902d393d	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_hardmasked.fna.gz	legume_family_legumeinfo	ISC453364.gnm3_hap2.2S7P	generic_genome	54022895	1780814344000000000	isc453364	Cercis	Cercis canadensis				assembly_path
cd293da5f52f8dca	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_main.fna.gz	legume_family_legumeinfo	ISC453364.gnm3_hap2.2S7P	main	77629637	1780814351000000000	isc453364	Cercis	Cercis canadensis				assembly_path
797d4a616d2aa4cb	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_softmasked.fna.gz	legume_family_legumeinfo	ISC453364.gnm3_hap2.2S7P	softmasked	86119157	1780814410000000000	isc453364	Cercis	Cercis canadensis				assembly_path
8d0c2b4f173cd9e7	legume_family/legumeinfo/Cercis/chinensis/GXIB.gnm1.5DZH/genome/cerch.GXIB.gnm1.5DZH.genome_main.fna.gz	legume_family_legumeinfo	GXIB.gnm1.5DZH	main	81837736	1780814378000000000	gxib	Cercis	Cercis chinensis				assembly_path
4e8b4aaab12f64b8	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_hardmasked.fna.gz	legume_family_legumeinfo	ISC494698.gnm1.8Q19	generic_genome	70752916	1780814435000000000	isc494698	Chamaecrista	Chamaecrista fasciculata				assembly_path
