candidate_id	contig_index	sequence_name	length	official_sequence_role	official_location_type	record_policy	status	mask_interval_count	masked_bases
01bd34ba2a35deea	0	glyma.Ooyachi2.gnm3.chr01	58541695	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	1	glyma.Ooyachi2.gnm3.chr02	51190521	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	2	glyma.Ooyachi2.gnm3.chr03	47127994	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	3	glyma.Ooyachi2.gnm3.chr04	53132231	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	4	glyma.Ooyachi2.gnm3.chr05	44032697	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	5	glyma.Ooyachi2.gnm3.chr06	51828584	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	6	glyma.Ooyachi2.gnm3.chr07	46251121	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	7	glyma.Ooyachi2.gnm3.chr08	49797328	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	8	glyma.Ooyachi2.gnm3.chr09	49499249	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	9	glyma.Ooyachi2.gnm3.chr10	52781073	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	10	glyma.Ooyachi2.gnm3.chr11	41249737	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	11	glyma.Ooyachi2.gnm3.chr12	43097608	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	12	glyma.Ooyachi2.gnm3.chr13	46935668	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	13	glyma.Ooyachi2.gnm3.chr14	51044990	.	.	PRIMARY_NUCLEAR	PASS	1	34
01bd34ba2a35deea	14	glyma.Ooyachi2.gnm3.chr15	52319795	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	15	glyma.Ooyachi2.gnm3.chr16	37694922	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	16	glyma.Ooyachi2.gnm3.chr17	42570654	.	.	PRIMARY_NUCLEAR	PASS	0	0
01bd34ba2a35deea	17	glyma.Ooyachi2.gnm3.chr18	61407992	.	.	PRIMARY_NUCLEAR	PASS	1	30
01bd34ba2a35deea	18	glyma.Ooyachi2.gnm3.chr19	50920340	.	.	PRIMARY_NUCLEAR	PASS	1	31
01bd34ba2a35deea	19	glyma.Ooyachi2.gnm3.chr20	49703943	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	0	lupal.Amiga.gnm1.Lalb_Chr01	23521228	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	1	lupal.Amiga.gnm1.Lalb_Chr02	17964110	.	.	PRIMARY_NUCLEAR	PASS	1	32
0b4f69cb2f7e7490	2	lupal.Amiga.gnm1.Lalb_Chr03	21293160	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	3	lupal.Amiga.gnm1.Lalb_Chr04	16823923	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	4	lupal.Amiga.gnm1.Lalb_Chr05	17321664	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	5	lupal.Amiga.gnm1.Lalb_Chr06	17860413	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	6	lupal.Amiga.gnm1.Lalb_Chr07	17716231	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	7	lupal.Amiga.gnm1.Lalb_Chr08	16982294	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	8	lupal.Amiga.gnm1.Lalb_Chr09	15102951	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	9	lupal.Amiga.gnm1.Lalb_Chr10	19347391	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	10	lupal.Amiga.gnm1.Lalb_Chr11	20057574	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	11	lupal.Amiga.gnm1.Lalb_Chr12	17349171	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	12	lupal.Amiga.gnm1.Lalb_Chr13	16177500	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	13	lupal.Amiga.gnm1.Lalb_Chr14	14546315	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	14	lupal.Amiga.gnm1.Lalb_Chr15	20044969	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	15	lupal.Amiga.gnm1.Lalb_Chr16	14401833	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	16	lupal.Amiga.gnm1.Lalb_Chr17	15015391	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	17	lupal.Amiga.gnm1.Lalb_Chr18	20221658	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	18	lupal.Amiga.gnm1.Lalb_Chr19	18232173	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	19	lupal.Amiga.gnm1.Lalb_Chr20	18249245	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	20	lupal.Amiga.gnm1.Lalb_Chr21	15132446	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	21	lupal.Amiga.gnm1.Lalb_Chr22	15014107	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	22	lupal.Amiga.gnm1.Lalb_Chr23	16632935	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	23	lupal.Amiga.gnm1.Lalb_Chr24	12486517	.	.	PRIMARY_NUCLEAR	PASS	0	0
0b4f69cb2f7e7490	24	lupal.Amiga.gnm1.Lalb_Chr25	16405666	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	0	glyma.Wm82.gnm5.Chr01	58848252	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	1	glyma.Wm82.gnm5.Chr02	54986233	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	2	glyma.Wm82.gnm5.Chr03	49126026	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	3	glyma.Wm82.gnm5.Chr04	55565417	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	4	glyma.Wm82.gnm5.Chr05	44498915	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	5	glyma.Wm82.gnm5.Chr06	53747728	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	6	glyma.Wm82.gnm5.Chr07	47217708	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	7	glyma.Wm82.gnm5.Chr08	50302612	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	8	glyma.Wm82.gnm5.Chr09	51410279	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	9	glyma.Wm82.gnm5.Chr10	55407096	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	10	glyma.Wm82.gnm5.Chr11	41206322	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	11	glyma.Wm82.gnm5.Chr12	43862403	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	12	glyma.Wm82.gnm5.Chr13	46254787	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	13	glyma.Wm82.gnm5.Chr14	52806141	.	.	PRIMARY_NUCLEAR	PASS	1	34
0dd3c819f44b67d7	14	glyma.Wm82.gnm5.Chr15	55385218	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	15	glyma.Wm82.gnm5.Chr16	40798560	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	16	glyma.Wm82.gnm5.Chr17	44045024	.	.	PRIMARY_NUCLEAR	PASS	0	0
0dd3c819f44b67d7	17	glyma.Wm82.gnm5.Chr18	61540830	.	.	PRIMARY_NUCLEAR	PASS	1	30
0dd3c819f44b67d7	18	glyma.Wm82.gnm5.Chr19	53925450	.	.	PRIMARY_NUCLEAR	PASS	1	31
0dd3c819f44b67d7	19	glyma.Wm82.gnm5.Chr20	51073742	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	0	glyma.ZhangChunManCangJin.gnm1.Chr01	59278356	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	1	glyma.ZhangChunManCangJin.gnm1.Chr02	52466565	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	2	glyma.ZhangChunManCangJin.gnm1.Chr03	48487587	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	3	glyma.ZhangChunManCangJin.gnm1.Chr04	53265929	.	.	PRIMARY_NUCLEAR	PASS	0	0
0de0accd36af9193	4	glyma.ZhangChunManCangJin.gnm1.Chr05	45437592	.	.	PRIMARY_NUCLEAR	PASS	0	0
