candidate_id	relative_path	source	annotation_role	is_primary_gene_model	assembly_key	paired_assembly_ids	size_bytes	mtime_ns
fd07cad0d2568e9c	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.XF73/gff3/aesev.CIAT22838.gnm1.XF73.gcv_genome.gff3.gz	legume_family_legumeinfo	gcv_genome	false	legume_family_legumeinfo|Aeschynomene|evenia|CIAT22838.gnm1	78a4bd04f924b968	358	1780811948000000000
9ec83814a0ac0229	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.ann1.ZM3R/functional_iprscan/aesev.CIAT22838.gnm1.ann1.ZM3R.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Aeschynomene|evenia|CIAT22838.gnm1	78a4bd04f924b968	5724532	1780811946000000000
fb5fc332433c8384	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.ann1.ZM3R/gff3/aesev.CIAT22838.gnm1.ann1.ZM3R.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Aeschynomene|evenia|CIAT22838.gnm1	78a4bd04f924b968	8925719	1780811947000000000
532f39390bb34561	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.ann1.QKWH/functional_iprscan/apiam.LA2127.gnm1.ann1.QKWH.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|americana|LA2127.gnm1	654d02df741da640;b1c5e59567defcb2	5617762	1780811956000000000
7db051c08bf04d36	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.ann1.QKWH/gff3/apiam.LA2127.gnm1.ann1.QKWH.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Apios|americana|LA2127.gnm1	654d02df741da640;b1c5e59567defcb2	10038535	1780811957000000000
b62fea840d2ce457	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.ann1.NT2R/functional_iprscan/apiam.LA2127.gnm1_hap2.ann1.NT2R.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|americana|LA2127.gnm1_hap2	ae77b50846a001ff;ff55280a152972fc	5662942	1780811963000000000
d9ee2351e39ae8e3	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.ann1.NT2R/gff3/apiam.LA2127.gnm1_hap2.ann1.NT2R.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Apios|americana|LA2127.gnm1_hap2	ae77b50846a001ff;ff55280a152972fc	10202367	1780811966000000000
abb187d6714f58d3	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.ann1.P2VZ/functional_iprscan/apipr.MO19963523.gnm1.ann1.P2VZ.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1	810b76c898ad2a31;e0e2e3967ed8f95e	5774435	1780811988000000000
aeabb2996eb0303f	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.ann1.P2VZ/gff3/apipr.MO19963523.gnm1.ann1.P2VZ.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1	810b76c898ad2a31;e0e2e3967ed8f95e	10564747	1780811986000000000
adeadc15dc87e527	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.ann1.PB8C/functional_iprscan/apipr.MO19963523.gnm1_hap2.ann1.PB8C.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1_hap2	ac55cee296d4f6fb;e1f5fa5bad42c187	5827721	1780812023000000000
80027c03c29a3aa5	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.ann1.PB8C/gff3/apipr.MO19963523.gnm1_hap2.ann1.PB8C.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1_hap2	ac55cee296d4f6fb;e1f5fa5bad42c187	11439809	1780812025000000000
d2b88f43f38e7724	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.ann1.cxSM/gff3/aradu.V14167.gnm1.ann1.cxSM.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|duranensis|V14167.gnm1	17aa980862a428b6	9726722	1780812409000000000
