candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns
78a4bd04f924b968	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.XF73/genome/aesev.CIAT22838.gnm1.XF73.genome_main.fna.gz	legume_family_legumeinfo	Aeschynomene	Aeschynomene evenia	CIAT22838.gnm1.XF73	main	94634541	1780812051000000000
b1c5e59567defcb2	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.KVMK/genome/apiam.LA2127.gnm1.KVMK.genome_main.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1.KVMK	main	387875832	1780812334000000000
654d02df741da640	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.KVMK/genome/apiam.LA2127.gnm1.KVMK.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1.KVMK	softmasked	424141536	1780812387000000000
ff55280a152972fc	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_main.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1_hap2.3WWC	main	398138986	1780812413000000000
ae77b50846a001ff	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1_hap2.3WWC	softmasked	1551065108	1780822079000000000
810b76c898ad2a31	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.814V/genome/apipr.MO19963523.gnm1.814V.genome_main.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1.814V	main	473280708	1780812513000000000
e0e2e3967ed8f95e	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.814V/genome/apipr.MO19963523.gnm1.814V.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1.814V	softmasked	516987205	1780812537000000000
e1f5fa5bad42c187	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.GPZQ/genome/apipr.MO19963523.gnm1_hap2.GPZQ.genome_main.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1_hap2.GPZQ	main	469485435	1780813150000000000
ac55cee296d4f6fb	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.GPZQ/genome/apipr.MO19963523.gnm1_hap2.GPZQ.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1_hap2.GPZQ	softmasked	512410744	1780813312000000000
40be408a0bb7c2be	legume_family/legumeinfo/Arachis/cardenasii/K10017.gnm1.DQ4M/genome/araca.K10017.gnm1.DQ4M.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis cardenasii	K10017.gnm1.DQ4M	main	331284981	1780813130000000000
600ebe0768f2875e	legume_family/legumeinfo/Arachis/duranensis/K30060.gnm1.W9B1/genome/aradu.K30060.gnm1.W9B1.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30060.gnm1.W9B1	main	283779025	1780813120000000000
4b7148124b1f98f1	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30065.gnm1.M24N	main	319256144	1780813124000000000
17aa980862a428b6	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.SWBf/genome/aradu.V14167.gnm1.SWBf.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	V14167.gnm1.SWBf	main	258571311	1780813324000000000
9fd356999459cb1e	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm2.J7QH/genome/aradu.V14167.gnm2.J7QH.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	V14167.gnm2.J7QH	main	288574546	1780813281000000000
b3fb81d3f6b365ee	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.1JTF/genome/arahy.BaileyII.gnm1.1JTF.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	BaileyII.gnm1.1JTF	main	667672203	1780813747000000000
d36e222da4e0cfc3	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.2559/genome/arahy.C76-16.gnm1.2559.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	C76-16.gnm1.2559	main	719429843	1780813753000000000
1e03257b23978be3	legume_family/legumeinfo/Arachis/hypogaea/F07.gnm1.96DS/genome/arahy.F07.gnm1.96DS.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	F07.gnm1.96DS	main	719541171	1780813843000000000
6f7311d80af7f768	legume_family/legumeinfo/Arachis/hypogaea/Fuhuasheng.gnm1.XX5Y/genome/arahy.Fuhuasheng.gnm1.XX5Y.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Fuhuasheng.gnm1.XX5Y	main	651068267	1780813770000000000
73e72487f230e42a	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.MN6K/genome/arahy.ICG1471.gnm1.MN6K.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	ICG1471.gnm1.MN6K	main	697012308	1780813821000000000
e28edcc0918cbe54	legume_family/legumeinfo/Arachis/hypogaea/Shitouqi.gnm1.L4VP/genome/arahy.Shitouqi.gnm1.L4VP.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Shitouqi.gnm1.L4VP	main	747684589	1780814086000000000
bf8095e2d8c1826f	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm1.KYV3	main	674659881	1780814174000000000
1815273b5e4ad094	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_softmasked.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm1.KYV3	softmasked	163387295	1780813859000000000
419770e1892b655a	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm2.J5K5	main	656861401	1780814141000000000
cd4924a919164c82	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_softmasked.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm2.J5K5	softmasked	740850235	1780814384000000000
b2d6d16f011f3228	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm1.bXJ8/genome/araip.K30076.gnm1.bXJ8.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm1.bXJ8	main	341322985	1780814118000000000
ae7da8fd92c7be8d	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm2.1GWY/genome/araip.K30076.gnm2.1GWY.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm2.1GWY	main	428186550	1780814110000000000
751847692850cd02	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.PFL2/genome/arast.V10309.gnm1.PFL2.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis stenosperma	V10309.gnm1.PFL2	main	358968328	1780814291000000000
69e6987cb4e1b416	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm1.SBGP/genome/cajca.ICPL87119.gnm1.SBGP.genome_main.fna.gz	legume_family_legumeinfo	Cajanus	Cajanus cajan	ICPL87119.gnm1.SBGP	main	156778185	1780814263000000000
