candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns
654d02df741da640	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.KVMK/genome/apiam.LA2127.gnm1.KVMK.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1.KVMK	softmasked	424141536	1780812387000000000
4b7148124b1f98f1	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30065.gnm1.M24N	main	319256144	1780813124000000000
e28edcc0918cbe54	legume_family/legumeinfo/Arachis/hypogaea/Shitouqi.gnm1.L4VP/genome/arahy.Shitouqi.gnm1.L4VP.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Shitouqi.gnm1.L4VP	main	747684589	1780814086000000000
b2d6d16f011f3228	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm1.bXJ8/genome/araip.K30076.gnm1.bXJ8.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm1.bXJ8	main	341322985	1780814118000000000
797d4a616d2aa4cb	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_softmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	softmasked	86119157	1780814410000000000
e26c7eb0cf847426	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_hardmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1_hap2.G6BY	generic_genome	64905533	1780814467000000000
2179c531b0a9a43e	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm1.GkHc/genome/cicar.CDCFrontier.gnm1.GkHc.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer arietinum	CDCFrontier.gnm1.GkHc	main	135646393	1780814621000000000
113fadf96eebfab1	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.2FZC/genome/cicre.Besev079.gnm1.2FZC.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer reticulatum	Besev079.gnm1.2FZC	main	165026950	1780814663000000000
9c8d9d886271b484	legume_family/legumeinfo/Glycine/D3-tomentella/G1403.gnm1.CL6K/genome/glyd3.G1403.gnm1.CL6K.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine D3-tomentella	G1403.gnm1.CL6K	main	297051368	1780814858000000000
8317f2f6bae2e9d2	legume_family/legumeinfo/Glycine/cyrtoloba/G1267.gnm1.YWW6/genome/glycy.G1267.gnm1.YWW6.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine cyrtoloba	G1267.gnm1.YWW6	main	379399340	1780814909000000000
82ce90eea621c1cb	legume_family/legumeinfo/Glycine/max/Hwangkeum.gnm1.4S83/genome/glyma.Hwangkeum.gnm1.4S83.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Hwangkeum.gnm1.4S83	main	294565376	1780816233000000000
24b40cf02b3d8889	legume_family/legumeinfo/Glycine/max/Miyagishirome.gnm3.5Z0W/genome/glyma.Miyagishirome.gnm3.5Z0W.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Miyagishirome.gnm3.5Z0W	main	295572766	1780816395000000000
6b1673473c52ff69	legume_family/legumeinfo/Glycine/max/Tanba.gnm3.4HTT/genome/glyma.Tanba.gnm3.4HTT.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Tanba.gnm3.4HTT	main	291910129	1780816468000000000
c8854820b79ace15	legume_family/legumeinfo/Glycine/max/Wm82.gnm5.NRKG/genome/glyma.Wm82.gnm5.NRKG.genome_softmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm5.NRKG	softmasked	290338966	1780816617000000000
3a5158bf3c83620a	legume_family/legumeinfo/Glycine/max/Wm82.gnm6.S97D/genome/glyma.Wm82.gnm6.S97D.genome_hardmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm6.S97D	generic_genome	146851375	1780816609000000000
68f812ed7a08d2f9	legume_family/legumeinfo/Glycine/stenophita/G1974.gnm1.7MZB/genome/glyst.G1974.gnm1.7MZB.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine stenophita	G1974.gnm1.7MZB	main	279887836	1780816909000000000
d1fa5f37c3042098	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm0_9.2VSM/genome/medsa.RegenSY27x.gnm0_9.2VSM.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago sativa	RegenSY27x.gnm0_9.2VSM	main	712838180	1780817471000000000
897ce508817930ed	legume_family/legumeinfo/Medicago/sativa/Zhongmu_No_1.gnm1.TRQW/genome/medsa.Zhongmu_No_1.gnm1.TRQW.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago sativa	Zhongmu_No_1.gnm1.TRQW	main	237814609	1780817514000000000
b7711a88efbfdf53	legume_family/legumeinfo/Medicago/truncatula/HM020.gnm1.PNGN/genome/medtr.HM020.gnm1.PNGN.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM020.gnm1.PNGN	main	104173338	1780817838000000000
