candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns
ff55280a152972fc	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_main.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1_hap2.3WWC	main	398138986	1780812413000000000
e0e2e3967ed8f95e	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.814V/genome/apipr.MO19963523.gnm1.814V.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1.814V	softmasked	516987205	1780812537000000000
600ebe0768f2875e	legume_family/legumeinfo/Arachis/duranensis/K30060.gnm1.W9B1/genome/aradu.K30060.gnm1.W9B1.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis duranensis	K30060.gnm1.W9B1	main	283779025	1780813120000000000
b3fb81d3f6b365ee	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.1JTF/genome/arahy.BaileyII.gnm1.1JTF.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	BaileyII.gnm1.1JTF	main	667672203	1780813747000000000
a427b3f85dfe3573	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.KL9M/genome/cajca.ICPL87119.gnm2.KL9M.genome_main.fna.gz	legume_family_legumeinfo	Cajanus	Cajanus cajan	ICPL87119.gnm2.KL9M	main	181329469	1780814318000000000
13761c0ed653e2af	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3_hap2.B489.genome.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	generic_genome	83565157	1780814350000000000
338b426684d64480	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.G6BY/genome/chafa.ISC494698.gnm1_hap2.G6BY.genome_softmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1_hap2.G6BY	softmasked	151196242	1780814495000000000
ea6c85edd6dd0d10	legume_family/legumeinfo/Chamaecrista/fasciculata/MN87.gnm1.JXFN/genome/chafa.MN87.gnm1.JXFN.genome_main.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	MN87.gnm1.JXFN	main	116025762	1780814506000000000
6defaeb62dd9dffd	legume_family/legumeinfo/Glycine/max/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_hardmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	FiskebyIII.gnm1.F177	generic_genome	174940835	1780816005000000000
583ba5d1deb2b917	legume_family/legumeinfo/Glycine/max/Lee.gnm1.BXNC/genome/glyma.Lee.gnm1.BXNC.genome_softmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Lee.gnm1.BXNC	softmasked	117547370	1780816221000000000
01bd34ba2a35deea	legume_family/legumeinfo/Glycine/max/Ooyachi2.gnm3.3469/genome/glyma.Ooyachi2.gnm3.3469.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Ooyachi2.gnm3.3469	main	292532391	1780816379000000000
d7eddf647e7d36bd	legume_family/legumeinfo/Glycine/max/Wm82.gnm2.DTC4/genome/glyma.Wm82.gnm2.DTC4.genome_softmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm2.DTC4	softmasked	133070180	1780816511000000000
fe03eb273125b0ff	legume_family/legumeinfo/Glycine/max/Wm82.gnm4.4PTR/genome/glyma.Wm82.gnm4.4PTR.genome_hardmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm4.4PTR	generic_genome	153593705	1780816580000000000
