candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns
78a4bd04f924b968	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.XF73/genome/aesev.CIAT22838.gnm1.XF73.genome_main.fna.gz	legume_family_legumeinfo	Aeschynomene	Aeschynomene evenia	CIAT22838.gnm1.XF73	main	94634541	1780812051000000000
ac55cee296d4f6fb	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.GPZQ/genome/apipr.MO19963523.gnm1_hap2.GPZQ.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios priceana	MO19963523.gnm1_hap2.GPZQ	softmasked	512410744	1780813312000000000
bf8095e2d8c1826f	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/genome/arahy.Tifrunner.gnm1.KYV3.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm1.KYV3	main	674659881	1780814174000000000
ae7da8fd92c7be8d	legume_family/legumeinfo/Arachis/ipaensis/K30076.gnm2.1GWY/genome/araip.K30076.gnm2.1GWY.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis ipaensis	K30076.gnm2.1GWY	main	428186550	1780814110000000000
59c41dffc41a6f25	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3.GWXB/genome/cerca.ISC453364.gnm3.GWXB.genome_softmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3.GWXB	softmasked	94893759	1780814343000000000
8d0c2b4f173cd9e7	legume_family/legumeinfo/Cercis/chinensis/GXIB.gnm1.5DZH/genome/cerch.GXIB.gnm1.5DZH.genome_main.fna.gz	legume_family_legumeinfo	Cercis	Cercis chinensis	GXIB.gnm1.5DZH	main	81837736	1780814378000000000
109ae664faca4799	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_main.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1.8Q19	main	141893057	1780814465000000000
539814fd4ada940f	legume_family/legumeinfo/Glycine/max/Fukuyutaka.gnm3.424H/genome/glyma.Fukuyutaka.gnm3.424H.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Fukuyutaka.gnm3.424H	main	295844415	1780816132000000000
3b922ebbef5d2263	legume_family/legumeinfo/Glycine/max/Harosoy.gnm3.TKJB/genome/glyma.Harosoy.gnm3.TKJB.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Harosoy.gnm3.TKJB	main	297322912	1780816133000000000
9fabec0202ef64df	legume_family/legumeinfo/Glycine/max/Himeshirazu.gnm3.61YZ/genome/glyma.Himeshirazu.gnm3.61YZ.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Himeshirazu.gnm3.61YZ	main	294878428	1780816143000000000
e8cbc86c9a41df2f	legume_family/legumeinfo/Glycine/max/Huaxia3_IGA1007.gnm1.RGGN/genome/glyma.Huaxia3_IGA1007.gnm1.RGGN.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Huaxia3_IGA1007.gnm1.RGGN	main	293941997	1780816154000000000
3ac8f18302bca5ce	legume_family/legumeinfo/Glycine/max/Jack.gnm3.05MK/genome/glyma.Jack.gnm3.05MK.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Jack.gnm3.05MK	main	296635968	1780816338000000000
80495811b06b4cad	legume_family/legumeinfo/Glycine/soja/PI483463.gnm1.YJWS/genome/glyso.PI483463.gnm1.YJWS.genome_hardmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine soja	PI483463.gnm1.YJWS	generic_genome	169452716	1780816723000000000
11b5b397b75578bb	legume_family/legumeinfo/Lotus/japonicus/MG20.gnm3.QPGB/genome/lotja.MG20.gnm3.QPGB.genome_main.fna.gz	legume_family_legumeinfo	Lotus	Lotus japonicus	MG20.gnm3.QPGB	main	116069708	1780816911000000000
a1783bbd0690e1b3	legume_family/legumeinfo/Medicago/sativa/XinJiangDaYe.gnm1.12MR/genome/medsa.XinJiangDaYe.gnm1.12MR.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago sativa	XinJiangDaYe.gnm1.12MR	main	837689252	1780817696000000000
de8d18d2d19698fa	legume_family/legumeinfo/Medicago/truncatula/A17_HM341.gnm4.2GZ9/genome/medtr.A17_HM341.gnm4.2GZ9.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	A17_HM341.gnm4.2GZ9	main	111899370	1780817765000000000
f6445309600bd916	legume_family/legumeinfo/Medicago/truncatula/HM002.gnm1.TWKJ/genome/medtr.HM002.gnm1.TWKJ.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM002.gnm1.TWKJ	main	103055732	1780817767000000000
0dad4b7c48918a2d	legume_family/legumeinfo/Medicago/truncatula/HM129.gnm1.9HG9/genome/medtr.HM129.gnm1.9HG9.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM129.gnm1.9HG9	main	105763214	1780818013000000000
91a6c657f1069f3c	legume_family/legumeinfo/Phaseolus/acutifolius/Frijol_Bayo.gnm1.QH8L/genome/phaac.Frijol_Bayo.gnm1.QH8L.genome_main.fna.gz	legume_family_legumeinfo	Phaseolus	Phaseolus acutifolius	Frijol_Bayo.gnm1.QH8L	main	154919489	1780818144000000000
