candidate_id	relative_path	source	genus	species	assembly_label	genome_role	size_bytes	mtime_ns
ae77b50846a001ff	legume_family/legumeinfo/Apios/americana/LA2127.gnm1_hap2.3WWC/genome/apiam.LA2127.gnm1_hap2.3WWC.genome_softmasked.fna.gz	legume_family_legumeinfo	Apios	Apios americana	LA2127.gnm1_hap2.3WWC	softmasked	1551065108	1780822079000000000
73e72487f230e42a	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.MN6K/genome/arahy.ICG1471.gnm1.MN6K.genome_main.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	ICG1471.gnm1.MN6K	main	697012308	1780813821000000000
cd4924a919164c82	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.J5K5/genome/arahy.Tifrunner.gnm2.J5K5.genome_softmasked.fna.gz	legume_family_legumeinfo	Arachis	Arachis hypogaea	Tifrunner.gnm2.J5K5	softmasked	740850235	1780814384000000000
f2377d54902d393d	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_hardmasked.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	generic_genome	54022895	1780814344000000000
cd293da5f52f8dca	legume_family/legumeinfo/Cercis/canadensis/ISC453364.gnm3_hap2.2S7P/genome/cerca.ISC453364.gnm3_hap2.2S7P.genome_main.fna.gz	legume_family_legumeinfo	Cercis	Cercis canadensis	ISC453364.gnm3_hap2.2S7P	main	77629637	1780814351000000000
84f1e992467917d4	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.8Q19/genome/chafa.ISC494698.gnm1.8Q19.genome_softmasked.fna.gz	legume_family_legumeinfo	Chamaecrista	Chamaecrista fasciculata	ISC494698.gnm1.8Q19	softmasked	154842381	1780814515000000000
bb15a599a0eb78f9	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm3.QT0P/genome/cicar.CDCFrontier.gnm3.QT0P.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer arietinum	CDCFrontier.gnm3.QT0P	main	160317931	1780814615000000000
825e7fa74db16e84	legume_family/legumeinfo/Cicer/echinospermum/S2Drd065.gnm1.R888/genome/cicec.S2Drd065.gnm1.R888.genome_main.fna.gz	legume_family_legumeinfo	Cicer	Cicer echinospermum	S2Drd065.gnm1.R888	main	170284383	1780814660000000000
7dda2de8855030a8	legume_family/legumeinfo/Glycine/dolichocarpa/G1134.gnm1.PP7B/genome/glydo.G1134.gnm1.PP7B.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine dolichocarpa	G1134.gnm1.PP7B	main	580663077	1780815703000000000
5e1a6f42336f1a1f	legume_family/legumeinfo/Glycine/falcata/G1718.gnm1.B1PY/genome/glyfa.G1718.gnm1.B1PY.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine falcata	G1718.gnm1.B1PY	main	397472750	1780815686000000000
6935c73bd3792804	legume_family/legumeinfo/Glycine/max/Kosuzu.gnm3.9GPW/genome/glyma.Kosuzu.gnm3.9GPW.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Kosuzu.gnm3.9GPW	main	293939038	1780816406000000000
8f9a4aa16c3e8be0	legume_family/legumeinfo/Glycine/max/UA4805.gnm3.THQ0/genome/glyma.UA4805.gnm3.THQ0.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	UA4805.gnm3.THQ0	main	294856430	1780816515000000000
3eb46282b0082eb1	legume_family/legumeinfo/Glycine/max/Wm82.gnm1.FCtY/genome/glyma.Wm82.gnm1.FCtY.genome_softmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm1.FCtY	softmasked	290103791	1780816558000000000
490839b691d398b1	legume_family/legumeinfo/Glycine/max/Wm82.gnm2.DTC4/genome/glyma.Wm82.gnm2.DTC4.genome_hardmasked.fna.gz	legume_family_legumeinfo	Glycine	Glycine max	Wm82.gnm2.DTC4	generic_genome	83556574	1780816452000000000
4c1c1d74d7e6a870	legume_family/legumeinfo/Glycine/syndetika/G1300.gnm1.C11H/genome/glysy.G1300.gnm1.C11H.genome_main.fna.gz	legume_family_legumeinfo	Glycine	Glycine syndetika	G1300.gnm1.C11H	main	280956985	1780816911000000000
9ae82c2a17244c72	legume_family/legumeinfo/Lens/culinaris/CDC_Redberry.gnm2.7C5P/genome/lencu.CDC_Redberry.gnm2.7C5P.genome_main.fna.gz	legume_family_legumeinfo	Lens	Lens culinaris	CDC_Redberry.gnm2.7C5P	main	1083310416	1780825800000000000
0b4f69cb2f7e7490	legume_family/legumeinfo/Lupinus/albus/Amiga.gnm1.F4NR/genome/lupal.Amiga.gnm1.F4NR.genome_main.fna.gz	legume_family_legumeinfo	Lupinus	Lupinus albus	Amiga.gnm1.F4NR	main	115713918	1780816915000000000
9a90df53307f3e1a	legume_family/legumeinfo/Medicago/ruthenica/Xinghe.gnm1.KKFS/genome/medru.Xinghe.gnm1.KKFS.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago ruthenica	Xinghe.gnm1.KKFS	main	263616204	1780817098000000000
19a3704fc5744b8a	legume_family/legumeinfo/Medicago/sativa/RegenSY27x.gnm1_hap2.NYFT/genome/medsa.RegenSY27x.gnm1_hap2.NYFT.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago sativa	RegenSY27x.gnm1_hap2.NYFT	main	195103524	1780817385000000000
abec76950f46db19	legume_family/legumeinfo/Medicago/truncatula/A17.gnm5.MVZ2/genome/medtr.A17.gnm5.MVZ2.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	A17.gnm5.MVZ2	main	130335455	1780817760000000000
5074f46498a4b0ed	legume_family/legumeinfo/Medicago/truncatula/HM005.gnm1.BQQH/genome/medtr.HM005.gnm1.BQQH.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM005.gnm1.BQQH	main	102302267	1780817726000000000
1fb9da72b0a86a36	legume_family/legumeinfo/Medicago/truncatula/HM018.gnm1.3NVM/genome/medtr.HM018.gnm1.3NVM.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM018.gnm1.3NVM	main	103189187	1780817829000000000
b498778d6a48d02e	legume_family/legumeinfo/Medicago/truncatula/HM050.gnm1.9JPP/genome/medtr.HM050.gnm1.9JPP.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM050.gnm1.9JPP	main	105704783	1780817902000000000
0a5a35e474446d15	legume_family/legumeinfo/Medicago/truncatula/HM056.gnm1.JBKN/genome/medtr.HM056.gnm1.JBKN.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM056.gnm1.JBKN	main	104843756	1780817929000000000
723b79a6bb0fbe82	legume_family/legumeinfo/Medicago/truncatula/HM078.gnm1.Q3TM/genome/medtr.HM078.gnm1.Q3TM.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	HM078.gnm1.Q3TM	main	117683227	1780817937000000000
34a865520cde6c20	legume_family/legumeinfo/Medicago/truncatula/R108_HM340.gnm1.XT6J/genome/medtr.R108_HM340.gnm1.XT6J.genome_main.fna.gz	legume_family_legumeinfo	Medicago	Medicago truncatula	R108_HM340.gnm1.XT6J	main	123196278	1780818030000000000
